cycle,ts,rss_kb,fd,threads,dropped,clock_lost,sw_epoch,tl_epoch,frames_v,frames_a,observed,target
121,1788739721,1268384,14,29,0,0,121,0,103774,138347,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
122,1788739750,1268384,14,29,0,0,122,0,104639,139498,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
123,1788739779,1268384,14,29,0,0,123,0,105503,140651,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
124,1788739808,1268384,14,29,0,0,124,0,106366,141801,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
125,1788739837,1268384,14,29,0,0,125,0,107233,142958,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
126,1788739865,1268384,14,29,0,0,126,0,108097,144109,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
127,1788739894,1268384,14,29,0,0,127,0,108962,145262,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
128,1788739923,1268384,14,29,0,0,128,0,109825,146413,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
129,1788739952,1268384,14,29,0,0,129,0,110690,147566,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
130,1788739981,1268388,14,29,0,0,130,0,111556,148719,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
131,1788740009,1268388,14,29,0,0,131,0,112420,149872,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
132,1788740038,1268388,14,29,0,0,132,0,113283,151022,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
133,1788740067,1268388,14,29,0,0,133,0,114147,152175,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
134,1788740096,1268388,14,29,0,0,134,0,115011,153326,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
135,1788740125,1268388,14,29,0,0,135,0,115878,154483,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
136,1788740153,1268388,14,29,0,0,136,0,116742,155633,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
137,1788740182,1268388,14,29,0,0,137,0,117606,156786,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
138,1788740211,1268388,14,29,0,0,138,0,118470,157937,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
139,1788740240,1268388,14,29,0,0,139,0,119334,159090,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
140,1788740268,1268388,14,29,0,0,140,0,120200,160244,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
141,1788740297,1268388,14,29,0,0,141,0,121064,161397,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
142,1788740326,1268388,14,29,0,0,142,0,121928,162547,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
143,1788740355,1268388,14,29,0,0,143,0,122792,163700,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
144,1788740384,1268388,14,29,0,0,144,0,123656,164850,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
145,1788740412,1268388,14,29,0,0,145,0,124522,166006,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
146,1788740441,1268388,14,29,0,0,146,0,125385,167156,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
147,1788740470,1268388,14,29,0,0,147,0,126249,168309,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
148,1788740499,1268392,14,29,0,0,148,0,127113,169460,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
149,1788740528,1268392,14,29,0,0,149,0,127977,170612,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
150,1788740556,1268392,14,29,0,0,150,0,128843,171766,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
151,1788740585,1268392,14,29,0,0,151,0,129708,172920,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
152,1788740614,1268392,14,29,0,0,152,0,130572,174070,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
153,1788740643,1268392,14,29,0,0,153,0,131436,175224,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
154,1788740672,1268392,14,29,0,0,154,0,132300,176374,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
155,1788740700,1268392,14,29,0,0,155,0,133167,177532,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
156,1788740729,1268392,14,29,0,0,156,0,134031,178682,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
157,1788740758,1268392,14,29,0,0,157,0,134895,179835,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
158,1788740787,1268392,14,29,0,0,158,0,135759,180986,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
159,1788740816,1268392,14,29,0,0,159,0,136623,182138,6ede00d0-baf4-573f-a0dd-4a503bf7f766,6ede00d0-baf4-573f-a0dd-4a503bf7f766
160,1788740844,1268392,14,29,0,0,160,0,137489,183292,4fa33dcb-5f76-5f76-aea8-330df7ada03e,4fa33dcb-5f76-5f76-aea8-330df7ada03e
